product_id,product_name,brand_name,category_id,color,unit_price,size,product_description
6AX0KU2YW33,Wireless Mouse , GigaGadgets,70527008-1, Black,63.47,Default,
7WY7AR5WT83,Home Security Camera , GigaGadgets,70527008-1, Black,222.7,Default,
8GH5D71VW91,Smart Home Hub , GigaGadgets,70527008-1, Black,98.2,Default,
1PW0T43NM59,Electric Toothbrush , GigaGadgets,70527008-1, White,161.34,Default,
2NJ3GK8KU14,Car Dash Cam , GigaGadgets,70527008-1, Black,151.12,Default,
1TT9QH4NY95,Smart Plug , GigaGadgets,70527008-1, White,283.51,Default,
8UQ3TQ0QF98,Wireless Router , GigaGadgets,70527008-1, Black,209.6,Default,
6MG9MC2NG59,Electric Scooter , GigaGadgets,70527008-1, Black,130.34,Default,
2PP8VM4MP49,Solar Power Bank , GigaGadgets,70527008-1, Black,35.63,Default,
8C37X05FV90,Electric Bike , GigaGadgets,70527008-1, Black,34.84,Default,
8QP9P86UH73,Electric Shaver , TechElite,70527008-1, Gray,152.61,Default,
9QM1Y50DE26,Portable Bluetooth Speaker , NovaTech,70527008-1, Black,207.39,Default,
3HC3EC7NF29,Fitness Smartwatch , TechElite,70527008-1, Black,234.28,Default,
9XQ5VV5EW76,Wireless Earbuds , TechElite,70527008-1, Black,218.25,Default,
8MF3HR6NM68,Smart Scale , FutureTech,70527008-1, White,180.87,Default,
7FW5E80FG12,Smart Vacuum Cleaner , TechElite,70527008-1, Black,182.65,Default,
1CD5QJ9DE22,Gaming Keyboard , NovaTech,70527008-1, Black,211.07,Default,
3GF0QP5XQ14,Streaming Stick , FutureTech,70527008-1, Black,138.22,Default,
3GJ7T34VY58,VR Headset , FutureTech,70527008-1, Black,217.2,Default,
5RJ0EP2PT86,Smart Oven , FutureTech,70527008-1, Black,277.76,Default,
9EU9K95PG07,Home Assistant , FutureTech,70527008-1, Gray,93.12,Default,
8T40TJ8WA84,Smart Garage Door Opener , FutureTech,70527008-1, Black,119.59,Default,
3KU0CU2KM41,Smart Water Leak Detector , FutureTech,70527008-1, White,171.97,Default,
2AP0DN3GE93,Wireless Gaming Headset , NovaTech,70527008-1, Black,2.11,Default,
9UG7N87PP35,Bluetooth Gamepad , NovaTech,70527008-1, Black,228.08,Default,
8RF8EF8RD05,Wireless Controller Charger , NovaTech,70527008-1, Black,152.88,Default,
6FX8TX9JD34,Wireless Gaming Mouse , NovaTech,70527008-1, Black,184.33,Default,
8D46HR8PT17,Gaming Headphone Stand , NovaTech,70527008-1, Black,71.79,Default,
2YJ3YN2DP45,Gaming Desk , NovaTech,70527008-1, Black,207.91,Default,
1VA4GW7TK38,Virtual Reality Gloves , FutureTech,70527008-1, Black,108.98,Default,
9GN6Y77YD25,Smart Baby Monitor , FutureTech,70527008-1, White,275.82,Default,
1UD9YC5EA17,Smart Refrigerator , FutureTech,70527008-1, Silver,154.6,Default,
1D22FP6FQ23,Smart Thermostat , FutureTech,70527008-1, White,17.86,Default,
6G57MM7UX85,Smart Door Lock , FutureTech,70527008-1, Black,184.77,Default,
5V16GF1RE57,Smart Light Switch , FutureTech,70527008-1, White,64.07,Default,
8M06AA7FW06,Smart Speaker , FutureTech,70527008-1, Black,230.77,Default,
1Q00U79RQ92,Coffee Maker, EcoLiving ,92910279-1, Black,108.73,Free,
5DR1M38YW11,Stainless Steel Water Bottle, GreenHome ,92910279-1, Silver,170.69,L,
2RC7Y26TM64,Ceramic Mug Set, Nature's Way ,92910279-1, White,138.89,Free,
1JC5W24PJ52,Non-Stick Cookware Set, Earthy Essentials ,92910279-1, Gray,28.95,Free,
1GJ8UA4WH44,Glass Food Storage Containers, Sustainable Solutions ,92910279-1, Clear,302.14,L,
5MN2A10FG43,Bamboo Cutting Board, PureBamboo ,92910279-1, Natural,329.57,Free,
6Y25D82GF57,Silicone Kitchen Utensil Set, Organic Choice ,92910279-1, Gray,288.28,Free,
6FE8M95DN26,Reusable Grocery Bags, EcoLiving ,92910279-1, Green,73.88,L,
4FN1XJ1QF33,Organic Cotton Towel Set, GreenHome ,92910279-1, White,13.03,Free,
3N92UU3KG10,Essential Oil Diffuser, Nature's Way ,92910279-1, White,125.93,Free,
7W49Q79AH15,Aromatherapy Candles, Earthy Essentials ,92910279-1, Ivory,313.79,Free,
9RJ2QK3DE37,Handheld Milk Frother, Sustainable Solutions ,92910279-1, Silver,79.26,Free,
7D50QF9PD74,Bamboo Dish Rack, PureBamboo ,92910279-1, Natural,205.02,Free,
4H78CT2FX07,Stainless Steel Straw Set, Organic Choice ,92910279-1, Silver,258.07,Free,
5J15H38WH46,Cloth Napkin Set, EcoLiving ,92910279-1, Beige,70.24,Free,
4NU0E42TW50,Eco-Friendly Cleaning Brush Set, GreenHome ,92910279-1, Green,173.79,Free,
4DX8P08KE60,Glass Meal Prep Containers, Nature's Way ,92910279-1, Clear,313.6,Free,
5YK0D15FA43,Stainless Steel Lunch Box, Earthy Essentials ,92910279-1, Silver,265.39,XL,
7V35PF7FA81,Eco-Friendly Dish Soap, Sustainable Solutions ,92910279-1, Clear,114.07,Free,
6N29QJ2JV21,Beeswax Food Wrap Set, Organic Choice ,92910279-1, Yellow,74.29,Free,
8VJ8PX2KH93,Silicone Baking Mat Set, EcoLiving ,92910279-1, Gray,146.74,Free,
2CC1AG4ME66,Natural Laundry Detergent, GreenHome ,92910279-1, White,52.98,Free,
6TH2MN1JA79,Wooden Hangers Set, Nature's Way ,92910279-1, Brown,190.16,Free,
1FV3NC3ND01,Reusable Silicone Food Storage Bags, Nature's Way ,92910279-1, Clear,146.42,M,
3NH1QX2AU14,Bamboo Toilet Brush Set, PureBamboo ,92910279-1, Natural,244.42,Free,
3CJ9ND2WA32,Biodegradable Trash Bags, Sustainable Solutions ,92910279-1, White,141.16,L,
8DV4JJ5MJ82,Stainless Steel Travel Cutlery Set, Organic Choice ,92910279-1, Silver,37.98,Free,
4E61UC9GJ54,Bamboo Serving Tray, PureBamboo ,92910279-1, Natural,234.07,Free,
4P04DE2TU61,Glass Water Pitcher, Nature's Way ,92910279-1, Clear,208.28,Free,
3KK7C45QD90,Reusable Silicone Baking Cups, Earthy Essentials ,92910279-1, Multicolor,147.38,M,
3RP5J00EF93,Wooden Salad Bowl Set, Sustainable Solutions ,92910279-1, Brown,243.62,Free,
5RP2HA7XD88,Bamboo Hair Brush, PureBamboo ,92910279-1, Natural,79.38,Free,
7UW2VJ7FP06,Stainless Steel Drinking Straws, GreenHome ,92910279-1, Silver,129.64,Free,
4EJ5GV7UX97,Eco-Friendly Dishwashing Liquid, Nature's Way ,92910279-1, Clear,308.74,Free,
6DJ3RJ0PQ36,Beeswax Wrap Roll, Earthy Essentials ,92910279-1, Yellow,187.24,L,
9T97G83JJ05,Bamboo Drawer Organizer Set, PureBamboo ,92910279-1, Natural,93.16,Free,
7XR1KY0NP64,Silicone Stretch Lids Set, Sustainable Solutions ,92910279-1, Multicolor,54.37,Free,
2N96T17HC24,Cloth Produce Bags, Organic Choice ,92910279-1,Black,228.62,XL,
1P27UK5QR81,Bamboo Kitchen Drawer Divider Set, PureBamboo ,92910279-1, Natural,77.52,Free,
4J74R96RD54,Natural Dishwashing Brush Set, GreenHome ,92910279-1, Brown,25.43,Free,
8JW2NA1MQ31,Stainless Steel Mixing Bowl Set, Nature's Way ,92910279-1, Silver,150.28,Free,
7D09QR6MQ04,Reusable Cotton Swab Set, Sustainable Solutions ,92910279-1, White,197.31,Free,
8VY8GV0JY38,Glass Spice Jar Set, Sustainable Solutions ,92910279-1, Clear,182.52,Free,
5Y48F97CT45,Bamboo Desk Organizer Set, PureBamboo ,92910279-1, Natural,105.47,Free,
9V04GW8VU41,Stainless Steel Water Filter Pitcher, Nature's Way ,92910279-1, Silver,177.31,Free,
3N11EW5UN36,Silicone Stretch Wrap Set, Earthy Essentials ,92910279-1, Clear,209.19,Free,
3AK6WP3RM41,Bamboo Bedside Caddy, PureBamboo ,92910279-1, Natural,233.07,Free,
1K86J51FP88,Natural Fiber Scrub Brush Set, Organic Choice ,92910279-1, Brown,25.84,Free,
1KY4KP6FT10,Glass Storage Jar Set, EcoLiving ,92910279-1, Clear,121.32,Free,
7TJ3P43DA05,Eco-Friendly Dental Floss, GreenHome ,92910279-1, White,62.05,Free,
9X74U70YP76,Reusable Food Storage Containers, Nature's Way ,92910279-1, Clear,273.84,Free,
2G41RK5AM89,Glass Spray Bottle Set, Earthy Essentials ,92910279-1, Clear,7.78,Free,
2PG0VP6XN22,Bamboo Bathtub Tray, PureBamboo ,92910279-1, Natural,214.42,M,
9GH0U79HG66,Natural Fiber Dishcloth Set, Earthy Essentials ,92910279-1, Beige,196.77,Free,
6R31D53AQ14,Bamboo Clothes Drying Rack, PureBamboo ,92910279-1, Natural,76.4,Free,
4E80AQ2RY02,Stainless Steel Salad Spinner, EcoLiving ,92910279-1, Silver,238.85,Free,
8G91U37YX34,Eco-Friendly Reusable Cups, GreenHome ,92910279-1, White,130.32,Free,
2V04W00VP74,Organic Cotton Dish Towel Set, GreenHome ,92910279-1, White,238.53,Free,
8KF3W63XT06,Stainless Steel Drinking Bottle, Sustainable Solutions ,92910279-1, Silver,287.91,Free,
3F69E32TG10,Bamboo Utensil Set, PureBamboo ,92910279-1, Natural,317.11,Free,
9CJ1Y13XC43,Reusable Silicone Stretch Lids, GreenHome ,92910279-1, Multicolor,197.77,Free,
9E26TM8WE61,Glass Meal Prep Bowl Set, Nature's Way ,92910279-1, Clear,120.45,Free,
3N65UG9YV09,Stainless Steel Measuring Spoon Set, Earthy Essentials ,92910279-1, Silver,278.17,Free,
5J29RW9EP00,Eco-Friendly Silicone Food Storage Bags, Organic Choice ,92910279-1, Clear,153.21,XL,
5MV2R75NY36,Wooden Utensil Set, Organic Choice ,92910279-1, Brown,20.87,Free,
9QT3A43CX65,Reusable Glass Drinking Straws, EcoLiving ,92910279-1, Clear,74.23,Free,
3KV3WC0CU51,Bamboo Drawer Organizer Tray, PureBamboo ,92910279-1, Natural,245.33,M,
4TY8N90CV29,Stainless Steel Food Storage Containers, Nature's Way ,92910279-1, Silver,316.06,L,
4DA6GQ9DN85,Eco-Friendly Laundry Detergent, Earthy Essentials ,92910279-1, White,75.14,Free,
2TX1M14AH75,Glass Storage Container Set, Nature's Way ,92910279-1, Clear,98.29,Free,
6H44E65GN69,Natural Fiber Laundry Hamper, Nature's Way ,92910279-1, Beige,92.53,L,
6D40W17PE94,Stainless Steel Kitchen Canister Set, Nature's Way ,92910279-1, Silver,77.82,Free,
8MM7MP4PW79,Bamboo Toothbrush Holder, PureBamboo ,92910279-1, Natural,176.84,S,
6A24FN8QP00,Glass Water Bottle with Silicone Sleeve, GreenHome ,92910279-1, Clear,30.73,Free,
